Name,City,Address,Lat,Lng
Asghar mobile zone,Karak,"Karapa dist Karak, Kohat, N/A Kohat, Kohat",,
Awais Mobile zone,Karak,Ghul banada karak,,
Faiq Karakari,Topi,Main Bazar Kotha,,
Husain online center,Karak,Main bazar near HBL bank karak,,
khabir mobile zone,Karak,jhata ismail khel karak,,
ADNAN COMMUNICATION,Pipplan,MAIN BAZZAR KUNDIAN,,
bhorvi pco,Kundian,MAIN BAZAR KUNDIAN,,
Nawaz Karyana Store,Pipplan,Main Bazar Kundian Tehsil Piplan District Mianwali,,
Rehman Mobile Shop,Pipplan,Mian Bazar Kundian Tehsil Piplan District Mianwali,,
Gul Mobile Shop,Pipplan,Main Bazzar Kundian Tehsil Piplan District Mianwali,,
Dilkash Mobile Shop,Pipplan,Main Bazar Kundian Tehsil Piplan District Mianwali,,
HASHAMI GENERAL STORE,Pipplan,GENERAL ROAD KUNDIAN TEHSIL PIPLAN DISTRICT MIANWALI,,
Arif Mobile Shop,Pipplan,Main Bazar Kundian Tehsil Piplan District Mianwali,,
Zeeshan Karyana Store,Pipplan,Fuiji Chowj Kundian Tehsil Piplan District Mianwali,,
Ayan Telecommunication,Pipplan,Main Gernali Road Kundian Tehsil Piplan District Mianwlai,,
NAEEM MEDICAL STORE,Pipplan,MAIN BAZZAR KUNDIAN,,
AAMIR PHOTO STATE,Pipplan,MAIN BAZZAR KUNDIAN,,
SHOUKAT KARYNA,Pipplan,MAIN BAZZAR KUNDIAN,,
ZIA MOBILE,Pipplan,MAIN BAZZAR KUNDIAN,,
DILKASH MOBILE,Pipplan,MAIN BAZZAR KUNDIAN,,
Jamal gs,Pipplan,MAIN BAZZAR KUNDIAN,,
ASLAM KARYNA STORE,Pipplan,ALMASOOM CHOWK KUNDIAN,,
HAMEED CASSET HOUSE,Pipplan,MAIN BAZZAR KUNDIAN,,
new Sindh prainting press,Umar Kot,"main market umarkot, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
prince comunication pan shop,Umar Kot,"Bus Stop Umarkot, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
Mujhahed Communication,Umar Kot,"NA, Cent Road Choor, Umarkot, NA Umer Kot, Hyderabad G.P.O.",,
MUMTAZ COMM,Umar Kot,"NA, VILLAGE KHARORO CHARAN THAR, Umarkot, NA Umer Kot, Hyderabad G.P.O.",,
Thar Communication,Umar Kot,"thar bazar Umarkot, Hyderabad, N/A Hyderabad, Hyderabad G.P.O.",,
A.K Communication,Umar Kot,"Collage Road Umar Kot, Umarkot, N/A Hyderabad, Hyderabad G.P.O.",,
Peshawar Mobile Center,Upper Dir,"na, Attalique Bazar Chatral, Chitral, na Chitral, Chitral",,
Chitral Karyana,Multan,Art Cauncil,,
Dera Super Store,Dera Ismail Khan,Main Chowk New Subzi Mandi Ratta Kulachi DI Khan,,
Babul PCO,Mashka,"Bus Adda Kalat, Bus Adda Kalat, Kalat, N A Kalat, Kalat",,
JAMSHED KALATH,Kashmore,SOI ROAD DERA MOR,,
baloch mobile,Kalat,Post office road kalat,,
Vijay Mobile Zone,Mashka,"Hospital Road Kalat, Hospital Road Kalat, Kalat, N A Kalat, Kalat",,
Jabbar Rent A Bike,Lahore,Main Bazar Kotli Peer Abdul Rehman Lahore,,
Pakistan Mobile Shop,Palandari,"Main Bazar Pullandri, Near Kotli Chowk, Sudhnoti AJK",,
MASHA ALLAH MOBILE,Kotli,LARI ADDA KHUIRATTA DISTRICT KOTLI AJK,,
NASEER GENRAL STORE,Nakial,NAKIAL DISTRICT KOTLI AJK,,
MOBILE SHOP,Sialkot,KOTLI BEHRAM,,
Shah G Mobile,Bhimber,"NA, Kotera Khanka Tehsil Charoi Distt. Kotli, Kotli, NA Kotli, Bagh (A.J.K)",,
DARU AHSAN ELECTRIC STORE,Sialkot,PAKI KOTLI NEAR GOVT GIRL PRIMARY SCHOOL,,
Fahad General Store,Kotri,"1, Liaquat Road, Kotli, NA Kotli, Hyderabad G.P.O.",,
Bismillah Communication,Kotri,"1, Liaquat Road, Kotli, NA Kotli, Hyderabad G.P.O.",,
MUNHAJ MOBILE,Lahore,KOTLI PEER ABDUL REHMAN,,
Farhan Mobile,Kotli,Near DHQ Hospital road kotli,,
HALEEMA PCO,Kotli,PURANA BAZAR KOTLI AJK,,
KYANI CUSTOMER SERVICE,Kotli,NEAR LARI ADDA KOTLI AJK,,
RAFIQ KARYANA STORE,Nakial,CHORA GALI TEHSIL NAKIAL DISTRICT KOTLI AJK,,
Al Madina Mobile,Mir Pur,F-1 Kotli Road,,
BUTT ELECTRONICS,Khui Ratta,KHUIRATTA DISTRICT KOTLI AJK,,
KAMLA BAKERS,Kotli,BANALA ROAD NAKIAL KOTLI,,
SHAHID Genral store,Laki Marwat,NEAR ABSHAAR CHOWK KOTLI AJK,,
SITAR GENRAL STORE,Kotli,QAMROOTI MAIN BAZAR KOTLI,,
Qadri genral store,Khui Ratta,Melad Chowk nakyal district kotli,,
AWAMI MOBILE,Khui Ratta,SERI KHUIRATTA KOTLI AJK,,
Shakeel General Store,Kotli,Near kechehry pindi road kotli,,
DATA MOBILE,Tatta Pani,Main bazar tata pani district kotli AJK,,
KASHMIR MOBILE,Kotli,Sermandi Pind Road Kotli AJK,,
BISMILLAH SWEETS,Kotli,QAMROOTI KOTLI AJK,,
Kashif Studio & Mobile,Kotli,"Main Bazar Panjera Near Larri Adda Panjera, Distt Kotli AJK",,
Data P.C.O.,Kotli,lari ada kotli,,
Danish Air Travels,Kotli,"Main chowk Sarsawa, Distt Kotli AJK",,
3 Star Mobile shop,Kotli,Butt ada kotli,,
NAVEED PHOTO SHOP,Laki Marwat,MAIN BAZAR KALA DAB DISTT. KOTLI,,
AlFaisal Mobile Shop,Chak Sawari,"NA, MAIN BAZAR KALA DAB DISTT. Kotli, Kotli, NA Kotli, Mirpur (A.J.K.)",,
Faqeria Mobile,Mailsi,Moza Kotli junaid Mailsi,,
Faizan e RAza 2,Sialkot,paki kotli,,
Deem Mobile,Jalalpur Jattan,Karian Walal Road Kotli Kohala,,
Bashrat G/store,Gujranwala,Kotli Peer Ahmad Shah Gujranwala,,
Alvi PCO,Saddar,Nauthia kotli Kanda,,
National Traders,Mansehra,Village Kotli Shinkiari,,
Al Madina Mobile Center,Kotli Lohara,Kotli Lohara Sialkot,,
AL BILA BAKERY,Khui Ratta,CHROH DISTRICT KOTLI AJK,,
BADARQA MOBILE,Kotli,NEAR PWD HOUSE KOTLI AJK,,
Papular Bakery,Kotri,"1, Liaquat Road, Kotli, NA Kotli, Hyderabad G.P.O.",,
BUKHARI PCO,Kotli,BUTT CHOWK KOTLI AJK,,
HAIDRY SARWARY MOBILE,Khui Ratta,MILAD CHOWK KHUIRATTA KOTLI AK,,
AAMAR PCO,Kotli,PINDI ROAD KOTLI AK,,
Ali Mobile,Lahore,"Rasheedpura Road Kotli Per Abdur Rehman, Lahore, N/A Lahore, Lahore G.P.O.",,
Lucky Mobile,Sambrial,"Daska Road, Kotli Noona",,
Adeel Kiryana Store,Narowal,Kotli Platt Road,,
Derwaish General Store,Nagar,"1, Nagar District Hunza Nagar, Gilgit, N/A Gilgit, Gilgit",,
ShahidÂ Communications,Ghakuch,"Main Bazar Gahkuch, Main Bazar Gahkuch, Girdan, N A Ghizer, Gilgit",,
Rana Communication,Battagram,ALAMDAR Chowk Nomal District Gilgit,,
Juda Mobiles,Ghakuch,"NA, Main Bazar Chatorkhan District Ghizar, Gilgit, NA Ghizer, Gilgit",,
Adil Mobiles,Gilgit,CMH Road Khomer District Gilgit,,
Shigri Mobile,Gilgit,Cinema Bazar Gilgit,,
Naaz Bakery,Pisan,"1, Pisan Tehsil Minapin District Gilgit, Gilgit, N/A Gilgit, Gilgit",,
Zain Mobiles,Gilgit,Khazana Road Gilgit,,
Napura General Store,Gilgit,Punial Road gilgit,,
Gilgit Electronics,Gilgit,Ittehad Chowk Gilgit,,
Ejaz Mir Communication,Battagram,Near Panorama Hotel Jutial Gilgit,,
Sheenbar Malti Services,Chalth,"1, Chalth Tehsil Sikandarabad Hunza Nagar, Gilgit, N/A Gilgit, Gilgit",,
Kaka Mobile,Gilgit,Main Chowk Danyore District Gilgit,,
Alam departmental Store,Gilgit,Alamdar Chowk Nomal District Gilgit,,
Sagar Mobiles,Gilgit,Mashoor Chowk Danyore district Gilgit,,
Hassnain Brothers Communication,Gilgit,Al-Abbas Khomer Chowk Gilgit,,
Chaudhary Mobiles,Battagram,Serena Chowk Jutial Gilgit,,
Saleem Mobile,Gilgit,Madina Market Gilgit,,
SJ Mobiles,Gilgit,Near Ramzan Hotel Airport Road Gilgit,,
Islamia Mobiles,Ghakuch,Airport Road Kashrote district Gilgit,,
Ali Mobiles,Gilgit,Hospital Road Barmas Gilgit,,
Amin Traders,Gilgit,Cinema Bazar Gilgit,,
Mannan Communication,Gilgit,Main Bazar Jaglote Gilgit,,
Jan Mobiles & Repairing Center,Gilgit,Airport Road Gilgit,,
Saeed Mobiles,Ghakuch,"NA, Sherqila District Ghizar, Gilgit, NA Ghizer, Gilgit",,
Shah Mobiles,Gilgit,Baig Market Danyore District Gilgit,,
Naveed Mobile Center,Battagram,Hospital Road Gilgit,,
Mubarak Mobile,Gilgit,Main Bazar Konodas gilgit,,
Al Madina mobile zone,Mingora,"na, Haji baba, Swat, na Swat, Gilgit",,
Rahimullah PCO,Mingora,"NA, Main Bazar Mingora, Swat, NA Swat, Gilgit",,
Opera Mobile,Mingora,"NA, saidu road makanbagh Mingora, Swat, NA Swat, Gilgit",,
New City Communiation,Khwazakhela,"na, Main Bazar Khawza Khela, Swat, na Swat, Gilgit",,
Zee Mobile,Gilgit,Cinema Bazar Near Colonel Hassan Market Gilgit,,
Karim Mobile,Gilgit,Shaheed Millat road Gilgit,,
Khan Communication,Gilgit,Shanwari Market Danyore District Gilgit,,
Qureshi Mobiles,Battagram,Main Bazar Jaglote Gilgit,,
Ibrahim M/zone,Mingora,"NA, Watkay mingora swat, Swat, NA Swat, Gilgit",,
Madina SST,Khwazakhela,"NA, Bagh Dery PO Fati pur, Swat, NA Swat, Gilgit",,
Cantt Mobiles,Battagram,Public Chowk District Gilgit,,
Saleem Mobiles,Battagram,"danyore Chowk District Gilgit, danyore Chowk District Gilgit, Gilgit, NA Gilgit, Gilgit",,
Salman Communication,Gilgit,Hospital Road Gilgit,,
Saeed Mobiles,Gilgit,Garibaagh Raheemabad district Gilgit,,
Jamil Light House,Sowari,"NA, Main Bazar Sowari, Buner, NA Buner, Gilgit",,
Karachi Mobiles,Battagram,"NA, Main Bazar Jaglote District Gilgit, Gilgit, NA Gilgit, Gilgit",,
Qasmi Communications,Battagram,"NA, Noor Plaza Khomer District Gilgit, Gilgit, NA Gilgit, Gilgit",,
Abbas Departmental Store,Battagram,Nagaral Bala Gilgit,,
Khawar Mobiles,Battagram,Shaheed e Millat Road Gilgit,,
Tajidar General Store,Gilgit,Puniyal Road Gilgit,,
Mobile city 2,Battagram,Nli market Gilgit,,
Nasir Mobile,Hafizabad,"na, Tali Goriya Pindi Bhattian, Hafizabad, na Hafizabad, Narowal",,
ASIF K/S,Narowal,GHAZIWAL COLONY NAROWAL,,
al aziz mobile,Narowal,NEELAM CH0WK BADHO MALHI NAROWAL,,
Maqadas Mobile,Narowal,Old Kuchary narowal,,
NADEEM HOMEO PATHIC STORE,Narowal,CIRCULAR ROAD NEAR OLD NADRA OFFICE NAROWAL,,
ADEEL K/S,Narowal,RAIP PALAT NAROWAL,,
Toheedi Mobile,Narowal,Ithad Market Zafarwal Road Narowal,,
MUJAHID TELECOM,Narowal,CIRCULAR ROAD NAROWAL,,
BUTT PCO 2,Narowal,CIRCULAR ROAD NAROWAL,,
MUGHAL MOBILE CENTER,Narowal,MOH RASHOOL PORA NAROWAL,,
Rajoot Mobile Center,Narowal,New Lahore Road Narowal,,
CHAND MOBILE,Narowal,ESA CHOWK NAROWAL,,
A.S Mobile Center,Nonar,Main Bazar Nonar Narowal,,
Anees Mobile Center,Narowal,Jassar Bai pass near Nadra office narowal,,
Bismillah Mobile,Lahore,"Old Narowal Rd, jada Shadra Town, Lhr, Lahore, N/A Lahore, Lahore Shahdara - Bagh",,
Zafar Mobile,Narowal,Chnadni Chock Dhamthal Distt Narowal,,
Abi Mobile,Narowal,Zafarwal Bai pass Narowal,,
Imran G Mobile & Repairing Center,Badomalhi,College Road BadhoMahlli Narowal,,
Faiz Super Store,Narowal,Old Kuchary narowal,,
Ch Mobile,Narowal,Moh Gozia Narowal,,
Khalid Mobile Center,Narowal,Main Stop; Dhabli Wala; Zafarwal Road; Narowal,,
Ali Printers,Narowal,old Kuchary road Near City thana narowal,,
ALI GENERAL STORE,Hafizabad,"na, MIRZA BHATTIAN THESIL PINDI BHATTIAN, Hafizabad, na Hafizabad, Narowal",,
Bismillah Mobile,Sheikhupura,Narowal road shahdara town lahore.,,
Zahid Brothers & Sons Communication,Manjhla,Vill Laser Manjhla Shakargar Narowal,,
Al-Syed Mobile,Jassar,"Main Bazar Jassar Distt Narowal, Narowal, N/A Sialkot, Narowal",,
Fizan e Madina Easy load,Narowal,Gazi Wali Colony narowal,,
Sumeer Kryana Store,Jassar,Village Qayyam Pur Narowal,,
Farhan Mobile Center,Narowal,Main Chock Killa Ahmedabad Narowal,,
Ali Azmat Mobile,Killa Ahmed Abad,Bajwa Market Killa Ahmed Abad Narowal,,
Malik Nayamat PCO,Shakargarh,Adda Dogar Bara Bhai Rd. Shakarghar Narowal,,
BISMILLAH K/S,Narowal,BAJLI GHAR NAROWAL,,
muhammadi g store,Muridke,narowal road shahzad town,,
almaida g store,Muridke,narowal road shahzad town,,
Murtaza G/S,Narowal,St Khajoor Wali Near Thana City narowal,,
BUTT MOBILE,Narowal,SIALKOT PHATIK NAROWAL,,
Malik Rehman Mobile Center,Narowal,Jassar Bai Pass narowal,,
Ashraf Atuo,Narowal,Eid Ghar Road narowal,,
Husssain Computer&Mobile,Zafarwal,Narowall road Opposite Toital Pump,,
MUGHAL G/S,Narowal,DEFENCE COLONY NAROWAL,,
LASANI MOBILE,Narowal,EID GHAH CHOWK NAROWAL,,
BISMILLAH G/S,Narowal,village ghamspo qilah ahmdabad distt narowal,,
ASIM SUPPER STOR,Narowal,AHMD ABAD MOH GUSIA NAROWAL,,
AYYAN G/S,Narowal,RAHEMM GARDEN NAROWAL,,
KAMRAN DEPARTMENT STORE,Khanewal,ZAHOOR ABAD TAHSIL DIST KHANEWAL,,
AL AHAD MOBILE,Khanewal,STADIUM ROAD NEAR SADDIQUE HOSPITAL KHANEWAL,,
IRFAN MOBILE SHOP,Khanewal,AYYUB CHOWKKHANEWAL,,
BASHIR DRINK CORNER,Khanewal,LAHORE MOR KHANEWAL,,
KAMBOOH KARYANA STORE,Khanewal,BASTI ZAHOOR ABAD TAHSIL DIST KHANEWAL,,
GP MOBILE,Khanewal,OPPOSITE YOUSUF PARK KHANEWAL,,
Al-Karam Mobile,Mian Channu,"na, Allama Iqbal Road Mian Channu, Khanewal, na Khanewal, Khanewal",,
Allaha ho Jullear&Mobil Shop,Khanewal,Farm Road Khanewal,,
ARSALAN MOBILE,Khanewal,AYOUB ROAD KHANEWAL,,
PACE COMMUNICATION,Khanewal,AYOUB ROAD KHANEWAL,,
SAJJAD MOBILE,Khanewal,TARIQ ABAD ROAD LAL MASJID CHOWK KHANEWAL,,
Rao Medical Store,Khanewal,12 Ah khanewal road,,
TIME COMMUNICATION,Khanewal,NEAR SABZI MANDI KHANEWAL,,
AMJAD MOBILE SHOP,Khanewal,NIAZI CHOWK KHANEWAL,,
Al Madina Mob.Shop,Multan,Mill sadiq Abad Khanewal Road,,
RAZAQIA SUPER STORE,Khanewal,NADRA OFFICE NIAZI CHOWK ROAD KHANEWAL,,
MR MOBILE ZOON,Khanewal,FORM ROAD KHANEWAL,,
MUZAMIL TRADERS,Khanewal,85/10 TELENOR BABA BHATTI WALA KHANEWAL,,
SHAH MASTAN MOBILE,Khanewal,ALLAH DAD BAZAR JAHANIYA KHANEWAL,,
AHS PROVISION STORE,Khanewal,79/10-R KHANEWAL,,
UMAR MOBILE,Khanewal,168 MOR CHOWK KHANEWAL,,
SHAHID MOBILE SHOP,Khanewal,CITY MOR KHANEWAL,,
Chouhdary Abdul Sattar General Store,Khanewal,Chak No 12 AH Khanewal,,
AMJAD MOBILE,Khanewal,KOOT AALA SING AHLE HADIS MASJID KHANEWAL,,
AL HAMD MOBILE,Khanewal,BY PASS JAHANIYAN DIST KHANEWAL,,
Mobile Plus,Kabirwala,"Near MCB Bank,Khanewal Road",,
BHATTI MOBILE,Khanewal,ADDA KACHI PAKKI KHANEWAL,,
AL MADINA AUTOS,Khanewal,8 KASSI CHOWK KHANEWAL,,
SHAIRAZI MOBILE,Khanewal,ADDA PEERO WAL KHANEWAL,,
Kashif Mobil,Khanewal,8 KASSI CHOWK KHANEWAL,,
HAMZA ZRY CARPORATION,Chak # 71/10-R,HALEEM SHAH CHOWK KHANEWAL,,
AKHLAQ WATCH CENTRE,Basto Chan Shah,AYOUB ROAD KHANEWAL,,
FEROZ PUR GENERAL STORE,Khanewal,KATCHEHRI BAZAR KHANEWAL,,
USAMA MOBILE SHOP,Khanewal,NONEHARI MOR SHAM KOT ROAD KHANEWAL,,
Haq Baho Mobil,Khanewal,Farm Road Khanewal,,
REHMAN MOBILE,Khanewal,CHOWK JASWANT NAGAR KHANEWAL,,
ZAM ZAM MOBILE SHOP,Khanewal,JAMIYA ANATIYA ROAD KHANEWAL,,
Muzammil Mobile & Self Store,Khanewal,"NA, Basti zahoorabad jahanian road niazi chowk khanewal, Khanewal, NA Khanewal, Khanewal",,
SAMI ELECTRIC STORE,Khanewal,ADDA JUNGLE MUDYALA KHANEWAL,,
AL FAREED CUSTOMER SERVICE,Khanewal,AYOUB ROAD KHANEWAL,,
VICKY PAN SHOP,Khanewal,RCA CHOWK KHANEWAL,,
Hayyat Sports,Khanewal,Y BlockÂ Peoples Colony Khanewal,,
INAYAT MOBILE SHOP,Khanewal,NEW SABZI MANDI ROAD KHANEWAL,,
Amir Naveed Drink Corner,Khanewal,T Chowk Khanewal Cinema Road,,
Nadeem Mobile,Kabirwala,SHEHAR M00r KHANEWAL ROAD KABIR WALA,,
Jindran Mobile,Jehlum,84 bazar jhelum cantt,,
Hassan Mobiless,Jhelum,Eid Gha Road jhelum,,
Hassan Mobile,Dina,Nakodar PO Dina Jhelum,,
MUJAHID PCO,Chakwal,CHUK MUJAHID FACTORY JHELUM ROAD,,
Sarfraz Mobile,Dina,Domeli Adda GT Road Dina Jhelum,,
Bismillah Mobile,Dina,Moh Num 1 Pandori Dina Jhelum,,
Akhtar Genral Store,Chalwal,"Dhoke Gujar,Pinwal road, Chakwal, Jhelum, N/A Jhelum, Jhelum",,
U tube Net CafÃƒÂ‚Ã‚Â¿,Jehlum,Markaz road ulshan town near jhand jeel jhelum,,
Asif Electronics,Dina,Mangla Cant; Tehsil Dina; District Jhelum,,
vILLAGE bAKER,Jhelum,Qalar saida jhelum,,
Atta muhammad,Tala Gang,"Dhoke Hum, Jhelum, N/A Jhelum, Jhelum",,
Mughal Mobile*,Jehlum,Rohtas Road Jamil Town Jhelum,,
Wajid Oil,Bhimber,"Main Bazar, Dhandar, Mirpur, N/A Jhelum, Mirpur (A.J.K.)",,
Ali General Store,Dina,Mangla Cant; Tehsil Dina; District Jhelum,,
Punjab Mobile,Jehlum,kharala; jhelum,,
Dar Mobile,Jehlum,Shandar chowk jhelum,,
Asad PCO,Jehlum,Kreem pora road Jhelum,,
Malik CSC,Jehlum,Kachehri Raod; Jhelum,,
Pasha Supper Store,Chalwal,"Main Bhon Chowk, Chakwal, Jhelum, N/A Jhelum, Jhelum",,
JMB Sports,Jehlum,Kala gujran jhelum,,
Ahsan Photo,Jehlum,Railway Road jhelum,,
Pakistan Mobile,Jehlum,Kachehri Raod; Jhelum,,
Waheed PCO;,Chalwal,"Mohallah Sarpak, Chakwal, Jhelum, N/A Jhelum, Jhelum",,
Pak Bakers,Jehlum,Talian wala dist jhelum,,
maktaba faizan,Jehlum,hattar jhelum,,
Sheraz Mobile & photostate,Jhelum,New Mohallah Jhelum,,
Royal Mobile,Chalwal,"Ghazi Market, Opp Distric Council Plaza, Pinwal Road Chakwal, Jhelum, N/A Jhelum, Jhelum",,
Elahi Mobile,Chalwal,"Main Stop Mulhal Mughalan, Jhelum, N/A Jhelum, Jhelum",,
Ashraf Genal Store,Bhimber,"Baring, Mirpur, N/A Jhelum, Mirpur (A.J.K.)",,
Chand mobile**,Jehlum,Muhammadi Chowk jhelum,,
Khurram Mobiles,Dina,"Village Afghanabad, PO Pindori, Tehsil Dina District Jhelum, Jhelum, N/A Jhelum, Jhelum",,
Amjad Karyana store,Tala Gang,"Mohallah jhatla, Jhelum, N/A Jhelum, Jhelum",,
Chand mobile,Jhelum,Mumdi Chowk Jhelum,,
Ishtiaq mobiles,Tala Gang,"opposite GPO Talagang, Jhelum, N/A Jhelum, Jhelum",,
Bismillah Interprizes,Jhelum,"Shop No 3, Gulshane Al Haj Market Opposite CMH Market Jhelum",,
Pak communications,Jehlum,chak nasir ud din jhelum,,
Bhatti Pco,Jehlum,Kala Gujran road; jhelum,,
Haji Rent A Car,Jehlum,Kala gujran jhelum,,
Mobile Zone,Jehlum,Shandar chowk jhelum,,
Zubair Communications,Jehlum,G T S chowk jhelum,,
alkram gs,Sohawa,dhook malkan po bakrala sihava jhelum,,
Yousuf medicose,Jehlum,Nathwala; sanghoi jhelum,,
Ali Mobile,Jehlum,Kachari road Jhelum,,
Usman G/S,Jehlum,Naya Mohalla Jhelum,,
Suleman Shoes store,Pindi Ghaib,"Mohallah Masjid bilal ikhlaas pindi Gheb District,attock, Jhelum, N/A Jhelum, Jhelum",,
Links Mobiles,Jhelum,Kala Gujra Jhelum,,
Star Mobile,Dina,Nakodar Dina Jhelum,,
RB Mobile,Dina,Mangla Road Dina Jhelum,,
Al- Jannat Mobile,Jehlum,Thati Gujran Jhelum kala Gujran,,
Makkah customer service,Tala Gang,"Traffic chowk Talagang, Jhelum, N/A Jhelum, Jhelum",,
RASIF PAKORA SHOP,Haripur,KHOLIAN STOP HARIPUR,,
Merban Mobile,Haripur,BATRASI SARIYA KOTNAJIBULLAH HARIPUR,,
Asad Mobile,Haripur,"NA, Sct # 04 utman chwok kts haaripur, Haripur, NA Haripur, Haripur",,
Rizwan Mobile Shop,Haripur,"NA, khalo post office ghazi haripure, Haripur, NA Haripur, Haripur",,
Ch. Karyana Store,Haripur,"TiP colony haripur, TiP colony haripur, Haripur, NA Haripur, Haripur",,
Malik PCO,Havelian,"Old Bus Stand Haripur Road Havelian, Abbottabad, N/A Abbottabad, Abbottabad",,
Madina Book,Haripur,Sari eSalha Stop Gt road haripur,,
Malik PCO,Haripur,Adda darband Tarbala road haripur,,
Khan Mobile,Haripur,Pakraya chwok kts haripur,,
Atif Mobile,Haripur,Main chwok ktalabat twon haripur,,
WAJID MOBILE,Haripur,SARAH-E-SALAH HARIPUR,,
Pakeeza Mobile,Haripur,"NA, adda darbad, Haripur, NA Haripur, Haripur",,
Pakistan Mobile,Haripur,"Main gt road haripur, Main gt road haripur, Haripur, NA Haripur, Haripur",,
HAFIZ MOBILE,Haripur,LORA CHOWK HARIPUR,,
NAWAL C/S,Haripur,"NA, Dheenda Chwok circulaar road haripur, Haripur, NA Haripur, Haripur",,
Shah jee Mobile,Haripur,"Haripur city, Haripur city, Haripur, NA Haripur, Haripur",,
Calularlinkar Mobile,Haripur,"Sehra wala gate haripur, Sehra wala gate haripur, Haripur, N A Haripur, Haripur",,
Azam Mobile,Haripur,Donali Stop Tehsil and dist: Haripur,,
Panjtan Mobile,Haripur,"NA, Circular road opp sp office haripur, Haripur, NA Haripur, Haripur",,
A Z Mobile,Haripur,"Kangra colony haripur, Kangra colony haripur, Haripur, N A Haripur, Haripur",,
Hasmi phato,Haripur,"NA, Kotnajibullah Haripur, Haripur, NA Haripur, Haripur",,
AlGosiya g/str,Haripur,"NA, Bariar Stop Tip Haripur, Haripur, NA Haripur, Haripur",,
Anwar PCO,Haripur,"NA, Hattar Ind State, Haripur, NA Haripur, Haripur",,
Adeel Com & Mobile,Haripur,"NA, Bandi Hattar Ind, Haripur, NA Haripur, Haripur",,
Ghullam Qadeer Pco,Haripur,"NA, Sari gadi villahe haripur, Haripur, NA Haripur, Haripur",,
UMER MOBILE,Havalian,SARAH E SALAH HARIPUR,,
GSM Mobile,Haripur,Main chwok kts twon haripur,,
A TO Z Gift center,Haripur,D stop circular road near tcs old office haripur,,
Malik Communication Photo state & Computer,Haripur,"NA, Muchi bazar Main city haripur, Haripur, NA Haripur, Haripur",,
Malik K/stor,Haripur,"Bhara village haripur, Bhara village haripur, Haripur, N A Haripur, Haripur",,
AlSyed Mobile,Haripur,"NA, Mian G.T Road Haripur, Haripur, NA Haripur, Haripur",,
Junad mobile,Haripur,"Sct #3 kts haripur, Sct #3 kts haripur, Haripur, N A Haripur, Haripur",,
Yasir PCO,Haripur,"NA, Sawabi mara village, Haripur, NA Haripur, Haripur",,
Faakir khan top shop,Haripur,"NA, Sct #4 Kts haripur, Haripur, NA Haripur, Haripur",,
Inas Mobile,Haripur,"NA, Bandi Market Hattar Haripur, Haripur, NA Haripur, Haripur",,
AZAZ MOBILE,Haripur,SARA SALAH BAZAAR HARIPUR,,
Hassen Mobile,Haripur,Opp mukade shsh pump tarbala road haripur,,
Vikey Mobile,Havalian,BALDHAR STOP HARIPUR,,
Usma g/str,Haripur,"NA, Labour Colony Hattar Haripur, Haripur, NA Haripur, Haripur",,
Paktel Pco,Haripur,"Main bazar gharipur, Main bazar gharipur, Haripur, N A Haripur, Haripur",,
Muhammad Sheryar TOP Shop,Haripur,Panniyan Village haripur,,
HNM Mobile,Haripur,"NA, Main gt road panian Chwok Opp # 01 School haripur, Haripur, NA Haripur, Haripur",,
Sajjad Mobile,Haripur,"NA, Mian G.T Road Haripur, Haripur, NA Haripur, Haripur",,
Mehboob Traders,Haripur,"100, Chandni Chowk Khalabat Town Haripur, Abbottabad, NA Abbottabad, Abbottabad",,
Shaf M/St,Hyderabad,"NA, Hussaini Chowk, Paratabad Hyd, Hyderabad, NA Hyderabad, Haripur",,
BABAR M/Z,Shikarpur,STATION ROAD SHIKARPURE,,
TALHA M.Z,Shikarpur,JUMA KHAN MADI SHIKARPUR,,
Za Pco,Lakhi,"Lakhi Get Shikarpur, Sukkur, N/A Sukkur, Sukkur",,
Faizan M/Z,Shikarpur,"Lakhi Get Shikarpur, Sukkur, N/A Sukkur, Sukkur",,
Karachi M/Z,Shikarpur,"Lakhi Get Shikarpur, Sukkur, N/A Sukkur, Sukkur",,
Jawad M/Z,Madeji,"Lakhi Get Shikarpur, Sukkur, N/A Sukkur, Sukkur",,
jani mobile zone,Shikarpur,"na, main markeet gariyaseen, Shikarpur, na Shikarpur, Hyderabad G.P.O.",,
Ebad Link Communication,Karampur,"Near UBL Bank Karampur dist:Shikarpur, Sukkur, N/A Sukkur, Sukkur",,
Khilji M/Z,Shikarpur,"Lakhy Gat Shikarpur, Sukkur, N/A Sukkur, Sukkur",,
Mahesh Mobile Zone,Shikarpur,"Bhitai Bazar Shikarpur, Sukkur, N/A Sukkur, Sukkur",,
Mashallah M/Z,Shikarpur,Hathi Gate Shikarpur,,
Faheem Pco,Shikarpur,Lakhi Get Shikarpur,,
Mehtab M.Zone,Rustam,"1, Ven Stand Rustam Shikarpur, Shikarpur, NA Shikarpur, Sukkur",,
Madina Mobile Zone**,Shikarpur,Lakhi Get Shikarpur,,
shayan karyana store,Shikarpaur,old sadar shikarpur,,
Al Masoom Mobile,Hafizabad,Jinnah Chowk Hafizabad,,
